ARGs abundance normalization aganist Cell number	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
multidrug__opmD	0	0	0	0	0	0.0015767389382429	0.00101358294111117	0	3.08516539362346e-05	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__oprC	1.67996716543137e-05	5.30337417662131e-05	6.02773879058564e-05	3.44040256866963e-05	1.05559880125631e-05	3.78228066754212e-05	0.000287211382492708	4.53718217834037e-05	7.65401792279168e-05	0	2.43255782922261e-05	3.60020485899312e-05	0	0	7.96153428932339e-06	0	2.18340029584415e-05	3.70183950642858e-05	4.93610724369813e-05	7.15059939269564e-05	0.000112631573117834
multidrug__oprJ	0	2.61970364606721e-05	0	0	0	0.00711564904662367	0.000175696819455808	2.69732143080514e-05	5.01870746286304e-05	0	0	0	0	0	0	0	0	0	0	2.3717837282937e-05	0
multidrug__oprM	0.000987409198692461	0.00124548875892598	0.0135541649837001	0.00427728804500338	0.00124557845193586	0.0125956691895789	0.0516825467773533	0.027143596588908	0.024354332848667	0	0	0	0	0	0	7.17392308588799e-05	0	0	1.95917203344618e-05	0.00501781283793995	0.0273526672651053
multidrug__oprN	0.000156825676821702	0.000790445425002351	0.00370161932985103	0.00536652321747377	0.000354598787865267	0.0130615133006758	0.0288153134874922	0.022184371076653	0.0531814498289474	0	6.09170202148544e-05	0	0	0	0	0	0	0	0	0.0011983051825993	0.017112370398622
multidrug__pmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacEdelta1	0	0	0	0	0	0	0	0	0	0.000150658107285336	0	0	0	0	0	0	0	0	0	6.00686221558638e-05	0.0010303440622706
multidrug__qacG	0	0	0	0	0	0	0	0.000210103273288143	0.000533589446489679	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__sdeY	0	0	0	0	0	0	2.23136555762874e-05	0.000106950762330311	0.000135196250089961	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeB	0	1.77297354379501e-05	1.89055119517606e-05	1.69721892720734e-05	0	0.000105125047800627	0.00125302451162523	0.00385395334523499	0.000371987000393685	0	2.23040167473891e-05	0	0	5.26349771117261e-05	0	0	0	2.53632565895783e-05	5.04468859276879e-05	0	9.73748127618411e-06
multidrug__smeC	0	0	0	0	0	3.32214333792394e-05	0.000638287103557195	0.00242735305734454	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeD	0	0.000664961336568908	0.000235632232778015	0.000578887267649298	3.3993390651298e-05	0.00290448678875088	0.00971830518184623	0.00848736619370279	0.00461562654826013	0	9.58713967987735e-05	0	0	0	0	0	0.000115610524528671	0	8.1908976215512e-05	0	0
multidrug__smeE	0	0	3.90799194943956e-05	1.37471271410178e-05	0	7.92872707627964e-05	0.00110004331546843	0.00252651376733093	0.000163043362896807	0	0	0	4.43616846840805e-05	0	0	0	2.21490899687127e-05	0	1.71174724551779e-05	0	3.60130757839386e-05
multidrug__smeF	0	6.20302375820582e-05	4.36084938564071e-05	4.80464820962289e-05	0	0.00107636682352875	0.005475394820787	0.00446986132458531	0.00140355743275807	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__arnA	2.34478387724869e-05	0.000151762068931382	0.000790530127603682	0.00165163597506939	0.000215782230622283	0.0082831316239061	0.0106684039449817	0.0223805052015018	0.0299864199693775	0	0	0	0	0	0	0	0	0	0	0.000914690214768234	0
polymyxin__eptA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-3	5.68663484026418e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-5	0	0	0	0	0	0	0	1.83211572200559e-05	0	0	0	0	0	0	0	0	0	0	0	2.05525683219601e-05	0
puromycin__puromycin resistance protein	0	0	1.75232003864784e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.80919842465886e-05	0	0	0	0
quinolone__abaQ	3.56580036632289e-05	0.000262801417730124	0.000814058308584051	0.00150043420203259	0.000260776094868102	0.00154057927245285	0.00981047538029282	0.00455400098869144	0.00960931529699689	0	0	0	0	0	0	0	0	0	0	0.000685046622738498	0.00303457310887234
quinolone__mfpA	0	7.83661543460543e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qepA	0	0.00036045459679732	0.000354559993903837	0.000227523253320896	0.000135650987506518	4.03418598793093e-05	0	0	5.040454727519e-05	0	0.00049427379711263	0.000153469687279442	0.000131325108191265	0.000154545756670668	0.000221654639305612	0.000190394054727751	0.000340592224959201	0.000256569376616821	0.000630900209880573	5.14228525496842e-05	1.99894674338887e-05
quinolone__qnrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrB	0	0	0	0	0	0.000187097725162837	0.00186572903669745	0	0.000639141071041834	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rifamycin__ADP-ribosylating transferase_arr	0	0.00221215026454499	0.00235644621110053	0.00106910232937971	0.000567144446856797	0.00048395578982607	0.00067936660236461	0.00104359233936212	0.000886965606347036	0	0.00122731333092203	0.000332165772396799	0.000460299265282014	0.000132868133398879	0.000618392240443853	0.000823465025925644	0.00116471721469462	0.000195632765900497	0.00104001403958132	0	0
rifamycin__rifampin monooxygenase	0	0.000418533484021612	0.000279230587741718	0.000179271348781619	0.00034569874326717	0.000212978459559501	4.90620334951423e-05	4.69332990434892e-05	0.0283112680719423	0	0.000268218088443924	0.00012420661660671	5.92276581366005e-05	0.000114590556616947	0	0.000201689625692694	0.000309288509643738	0.000110082533039784	0.000288904728769791	9.36592583591394e-05	0
rifamycin__rifampin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spectinomycin__spcN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul1	0	2.9830846969287e-05	0.000222093531552849	3.09396355753753e-05	6.24307612639061e-05	0.000359098079600833	0.000119843199129505	4.6120995311303e-05	0.000235239426594381	0.000173422136259033	0	0	0.000130242984012295	0	0	0	0	0	6.6352059354792e-05	0.000322861101896427	0.00171690071410167
sulfonamide__sul2	0	0	7.47116107981093e-05	0	0	0	0	0	0	0.000119735441713258	0	0	0.000147028998550391	0	0	0	0	0	0	0.000127229032646822	0
sulfonamide__sul3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul4	0	0	0	0	0	0	0	0	7.47872347782291e-05	0	3.73234841351926e-05	0	0	0	0	0	0	0	0.000136802519588325	0	0
tetracenomycin_C__tcmA	6.60551008516409e-05	0.00069157110704736	0.000764680265585764	0.00045647246154995	0.000294735226787983	0	0	4.12062972445664e-05	0	0	0.00038621542747646	0.000110943018458216	0.000159817111339435	0.00025673941071836	0	8.49282371568979e-05	8.80739564261694e-05	4.93618852735948e-05	0.000211266725757287	0	0
tetracycline__otrA	2.33417399545118e-05	0.000128430957136704	0.000158055332327912	2.72603039126362e-05	4.41017300723234e-05	0	0	0	0	0	8.71607203736626e-05	0	0	0	2.96664598393246e-05	6.71959678604028e-05	8.79315118583609e-05	2.56250518201454e-05	0	0	0
tetracycline__tcr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet32	0	0	0	0	0	0	0	0	0	6.71773355774427e-05	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet36	0	0	0	0	0	0	0	0	0	0.00039879777209473	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000610377113691006	0
tetracycline__tet40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet41	0	0	0	5.83439454254154e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet43	2.44292546860091e-05	0.00010880098668782	9.10476755683437e-05	6.18513271157294e-05	8.25643810453055e-05	3.01489308701768e-05	0	0	0	0	4.45376166533629e-05	0	2.96314399945047e-05	3.22380399312201e-05	0	0	0	0	3.14816554669622e-05	0	0
tetracycline__tet44	0	0	0	0	0	0	0	0	0	0.000816181863861555	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetA	2.08197797106897e-05	0.000138857522998986	0.000760546982402573	0.000307759097759303	0	0.000572128077387961	0.000459421853399295	0.000212962653867793	0.00161705603436152	0.000139437010327736	0	0	0	0	0	0	0	0	1.60926380358811e-05	0	0
tetracycline__tetB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetD	0	0	0	0	0	0	0	0	0	0.000140539279184082	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetH	0	0	0	0	0	0	0	0	0	5.01352367375051e-05	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetL	0	4.06080621712002e-05	0	0	4.96943669454887e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetM	0	0	0	0	0	0	0	0	0	0.000988937172837631	1.67634427962446e-05	0	4.32109358093145e-05	4.34653535560929e-05	0	0	0	0	0	0	0
tetracycline__tetO	0	1.61308266648348e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetP	0	1.37471302198312e-05	0	1.07570991403265e-05	0	0	0	0	6.54139013526911e-05	2.9544131214267e-05	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetQ	0	0	0	0	0	0	0	0	0	0.00212596428022503	0	0	0	8.56042581801211e-05	0	0	0	8.09925606163397e-05	0	0	0
tetracycline__tetR	0.000683557655591241	0.00134458383637971	0.00142650379567241	0.0006570692989416	0	0.00307529233285532	0.0117389690114219	0.0147357996622117	0.00129576567354831	0	0	0	0	0	0	0	0	0	0	0.00062662917137518	0
tetracycline__tetS	0	0	0	0	0	0	0	0	0	3.33278862065108e-05	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetT	0	0	0	0	0	0	0	0	0	0.00042026209765474	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetV	0	0.000232086666203487	0.000245309334053332	0.000200761745608164	0.000138296748682804	0	0	0	8.4011588700279e-05	0	0.000318009531794854	6.52276357736856e-05	0.000133926807910591	0.000188523470168746	0.000116011670444778	6.35260946156904e-05	0.000164636276466331	0.000118417137658219	0.000313481712717099	0	0
tetracycline__tetW	0	5.33018620229325e-05	1.91579068735842e-05	0	0	0	0	0	0	0.00127191786578254	0	0	9.07976625866608e-05	4.34653535560929e-05	0	0	0	0	0	0	0
tetracycline__tetX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX1	0	0	0	0	5.82766810140689e-05	0	0	0	0	0	0	0	0	0	0	0	0	7.50044876211457e-05	0	0	0
tetracycline__tetX2	0	0	0	0	0	0	0	0	0	9.91954489055899e-05	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX3	0	0	0	0	0	0	0	0	0	0	4.32530435055984e-05	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetY	0	0	0	0	0	0	0	0	0	0.000147449519144474	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetracycline_resistance_protein	0	0.000539396821041683	0.000484136271026333	7.69407554507239e-05	0.000423647560995253	0.000742961746136665	0.000422852708868762	0.00113762045704289	0.00114068545282979	3.35886677887214e-05	0.000194032497315952	4.84586395969637e-05	0.000139466359575993	0	2.19139467143582e-05	0	0.000111887402305865	0	0	0	0
trimethoprim__dfrA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA12	0	0	0	0	0	0	0	0	0	0	0	0	0.000124978557034673	0	0	0	0	0	0	0	0
trimethoprim__dfrA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB6	0	0	0.000175781163990856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__16S rRNA methylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding transcriptional regulator gadX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding_protein_H-NS	9.79897369157134e-05	0	0.000111290022656548	0.00132889067813133	0.000165589619520233	0.00658469666356384	0.0038127847744753	0.0214084999158975	0.0100419745622787	0	0	0	0	0	0	0	0	0	0	8.51685975160012e-05	0
unclassified__antibiotic resistance rRNA adenine methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__bacterial regulatory protein LuxR	0	0	0	0.000149423083759935	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cAMP-regulatory protein	7.36932075706731e-05	0.000351965811142593	0.000635391575921072	0.00401742241322596	0	0.0184769519755801	0.0104382134351122	0.0403246138114201	0.0496645591190274	0	0	0	0.00011579067725683	0	0	0	0	0	0	0	0.000132295664155164
unclassified__cob(I)alamin adenolsyltransferase	0	0.000308679184170802	0	0.000747331309113939	0.000106741471857402	0.00504849560775357	0.00351457632173795	0.0205436004976067	0.0142494255201096	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cystathionine beta-lyase patB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__mycinamicin-resistance protein myrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__rpsD_(ramA_or_sud2)	0	0	0.000146545402096652	8.17140899884768e-05	7.63552134454406e-05	0.00162528097283442	0.00169736255428617	0.00189698071471613	0.0046531307337675	0	0	0	0	0	0	0	0	0	0	4.05357883877054e-05	0
unclassified__sdiA	3.96211974438709e-05	0	0	0.000136467492836912	8.71722020168781e-05	0.00133949685560434	0.00274747220878606	0.00862773184807762	0.00293269733543124	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__thiostrepton resistance methylase tsnR	0	0	7.41662705733055e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__tmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__transcriptional regulatory protein CpxR cpxR	0	0.000445285980792902	0.00131398936299931	0.0039215879820682	0.000605771328624567	0.0175616478355953	0.00980759116201945	0.0442231393197857	0.0361554916432595	0	0.00025868349528622	4.43820091679653e-05	0.000106519254421804	5.03426949226823e-05	9.0031413824255e-05	8.70263568718374e-05	0.000284637251684389	0.000174468401304699	0.000330978760421549	0.000299995613618461	0.000556306730883724
unclassified__truncated putative response regulator ArlR	0	0	8.12515652138516e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__two-component system_response regulator EvgA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanA	0	0.000160610980348687	0.000106558335264442	0	0.00024113655993526	0	0	0	0.000121587616495519	0	0.000135242274959602	0	0	0	0	0.000122132555746274	0	5.60737423073538e-05	0.000100595129240577	0	0
vancomycin__vanB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanC	0	0	0	0	0	0	0	0	0	0	0	2.73944762960952e-05	0	0	0	0	0	3.73824948715692e-05	0	0	0
vancomycin__vanD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83323067022651e-05	0	6.88158026886688e-05	0	0	0	0
vancomycin__vanG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanH	0	0.000105636876360675	5.80615946773878e-05	4.39315200495708e-05	0	0	0	0	0	0	7.15635388331125e-05	0	0	0.000158710633841962	0	7.674739472056e-05	6.25643430227343e-05	0	6.28597048553968e-05	0	0
vancomycin__vanM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanR	0.000932630578968435	0.0215304435815955	0.0129022492445045	0.00860741196762159	0.0127794388409309	0.0025472478322301	0.00118963098403162	0.00193743545012001	0.00614733242493733	5.26140123975731e-05	0.0168075169156894	0.00370481997052262	0.00479426583026989	0.0075583299376397	0.00614364767039672	0.0151226510353688	0.0131815989405843	0.00939216127637251	0.0183293721590604	0	0
vancomycin__vanS	7.8904618268442e-05	0.00283793315294123	0.00240650964354314	0.000884327089327363	0.00103236728297411	6.04726381511952e-05	0	4.9460665801829e-05	0.000102031465696861	0	0.00334836919160851	0.00054890345748604	0.000393079205176113	0.00174202033233905	0.00126505879650968	0.00281339291958136	0.00169888156745528	0.00157211269519452	0.0025658877114468	0	0
vancomycin__vanT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.36029998670465e-05	0	0
vancomycin__vanX	0	0.000180698265840766	0.000305778515476327	0.000421466424574658	0.000268526121702952	0	0	0	0	0	0.000792132770748245	0.000133786152636126	0.000139470448059799	5.30904721059621e-05	0	0.000398341938806122	0.0003471810967043	0.000214934131291647	0.000407851949291914	0	0
vancomycin__vanY	0	2.42035710804206e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
