ARGs abundance normalization aganist 16S	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
multidrug__oprJ	0	4.63152095049114e-05	0	0	0	0.00934374109155708	0.000147815817733048	2.46799454932259e-05	1.72974038777505e-05	0	0	0	0	0	0	0	0	0	0	7.68830220472662e-05	0
multidrug__oprM	0.0040684512009576	0.00220196940567181	0.0207349902740088	0.00839305215704609	0.00275879736141413	0.0165396959590314	0.0434811394883702	0.0248358418338151	0.00839392880684537	0	0	0	0	0	0	0.00048218243292186	0	0	7.06225817036569e-05	0.0162655899206262	0.0173679746438684
multidrug__oprN	0.000646173454785656	0.00139747278346321	0.00566269046413742	0.0105303895347597	0.000785391075771213	0.0171514077979089	0.0242426649473818	0.0202982508024586	0.0183294408630634	0	0.000275224881173414	0	0	0	0	0	0	0	0	0.00388438973900097	0.0108657489340686
multidrug__pmrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__qacEdelta1	0	0	0	0	0	0	0	0	0	0.00297921236746993	0	0	0	0	0	0	0	0	0	0.000194716623883773	0.000654231975789993
multidrug__qacG	0	0	0	0	0	0	0	0.000192240245210669	0.000183906159686224	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__sdeY	0	0	0	0	0	0	1.87727430458814e-05	9.78577841938228e-05	4.65965421947375e-05	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeB	0	3.13453933046228e-05	2.89214132273238e-05	3.3303454965156e-05	0	0.000138042393947563	0.00105418438079366	0.00352628935534181	0.00012820849652416	0	0.000100770200796741	0	0	0.000462249502655298	0	0	0	0.000172866441692169	0.000181846681266496	0	6.18295562406308e-06
multidrug__smeC	0	0	0	0	0	4.3623915422489e-05	0.000536998509437996	0.00222097894837088	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__smeD	0	0.00117562242821205	0.000360467211426944	0.00113591392006115	7.52910234506448e-05	0.00381395602567181	0.00817612539534467	0.00776576838968383	0.00159081510817085	0	0.000433149778154078	0	0	0	0	0	0.000588413018876568	0	0.000295258571799218	0	0
multidrug__smeE	0	0	5.97839668913438e-05	2.69751192555038e-05	0	0.00010411414686272	0.000925479486318413	0.00231170899224271	5.61942874431626e-05	0	0	0	0.000507438588398109	0	0	0	0.000112730332701041	0	6.17036215497361e-05	0	2.28670272263025e-05
multidrug__smeF	0	0.000109666734768469	6.67117227113708e-05	9.42785769752646e-05	0	0.00141340485635199	0.00460651459344999	0.00408983269821554	0.000483748055842752	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__arnA	9.66128206422519e-05	0.000268308670257714	0.00120934299729164	0.00324090094876931	0.000477930111552271	0.0108767923788753	0.00897545475164725	0.0204777095594072	0.0103350757320744	0	0	0	0	0	0	0	0	0	0	0.00296503206045001	0
polymyxin__eptA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-3	0.000234308090059489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-5	0	0	0	0	0	0	0	1.67634882665368e-05	0	0	0	0	0	0	0	0	0	0	0	6.66225821762416e-05	0
puromycin__puromycin resistance protein	0	0	2.68067704665011e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	9.20812279972178e-05	0	0	0	0
quinolone__abaQ	0.000146922722635683	0.000464621360459264	0.00124533611117064	0.00294420726015553	0.00057758578058562	0.0020229741178212	0.00825366927631075	0.004166818788944	0.00331193258245778	0	0	0	0	0	0	0	0	0	0	0.0022206263569107	0.00192684641315022
quinolone__mfpA	0	0.000138547917894473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qepA	0	0.000637267890692088	0.000542401397208146	0.00044645450855101	0.000300449631112818	5.29739299105818e-05	0	0	1.73723576826443e-05	0	0.00223314348925235	0.00216225968411486	0.00150218432857935	0.00135724765315016	0.00202308504971923	0.00127969964862149	0.00173348317647698	0.00174868061702897	0.0022742158860226	0.000166690759327999	1.2692603619652e-05
quinolone__qnrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrB	0	0	0	0	0	0.000245682817025716	0.00156965996357773	0	0.000220285428518716	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rifamycin__ADP-ribosylating transferase_arr	0	0.00391098447767391	0.00360486162940713	0.00209783197140194	0.00125615259407986	0.00063549474830275	0.000571559178931555	0.00095486588133166	0.000305700271079483	0	0.00554503756871537	0.00467993823945639	0.00526521053198891	0.00116687100389537	0.00564418638122619	0.00553477316209255	0.00592796179439534	0.00133335953922856	0.00374895492735705	0	0
rifamycin__rifampin monooxygenase	0	0.00073994881162921	0.000427163423788407	0.000351772844091201	0.000765678612445009	0.000279667472519163	4.12764705883293e-05	4.29430192850554e-05	0.00975772032451324	0	0.0012118171778622	0.00174996746491043	0.000677485525019917	0.00100635415291892	0	0.00135562081231269	0.00157415932853218	0.000750281246883227	0.00104141940900556	0.000303603011499564	0
rifamycin__rifampin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spectinomycin__spcN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul1	0	5.27396268339595e-05	0.000339755877415287	6.07108925964134e-05	0.00013827617134694	0.000471540889703887	0.000100825504604697	4.21997778009171e-05	8.1077277364403e-05	0.00342936322807671	0	0	0.0014898062692302	0	0	0	0	0	0.000239180309487529	0.00104657675652263	0.0010901711258923
sulfonamide__sul2	0	0	0.00011429287788051	0	0	0	0	0	0	0.00236772726807869	0	0	0.00168181591860896	0	0	0	0	0	0	0.000412421773762444	0
sulfonamide__sul3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul4	0	0	0	0	0	0	0	0	2.57760591632731e-05	0	0.000168628594272267	0	0	0	0	0	0	0	0.000493134188930734	0	0
tetracenomycin_C__tcmA	0.000272168777387434	0.00122266733332707	0.00116979820510632	0.000895707078348267	0.00065280092531687	0	0	3.77029284815345e-05	0	0	0.00174493261094587	0.00156309444750101	0.00182809489669919	0.00225473005649198	0	0.000570829984177463	0.000448262498560616	0.00033643209153077	0.00076155648132714	0	0
tetracycline__otrA	9.61756585578978e-05	0.00022706028964889	0.000241791049652683	5.34911724785424e-05	9.76797056566208e-05	0	0	0	0	0	0.000393794686989317	0	0	0	0.000270771555096046	0.000451645701766784	0.000447537510602051	0.000174650739769203	0	0	0
tetracycline__tcr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet32	0	0	0	0	0	0	0	0	0	0.00132840875656929	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet36	0	0	0	0	0	0	0	0	0	0.0078860890804495	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197857994087904	0
tetracycline__tet40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet41	0	0	0	0.00011448463882983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet43	0.000100656577533818	0.000192355364331092	0.000139283583286098	0.000121366952377982	0.000182869570536139	3.95893336493108e-05	0	0	0	0	0.00020122225624194	0	0.000338944208050117	0.000283120060889477	0	0	0	0	0.000113482417440959	0	0
tetracycline__tet44	0	0	0	0	0	0	0	0	0	0.0161397162538075	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetA	8.57843514925672e-05	0.000245494000005911	0.00116347516073536	0.000603896238018554	0	0.000751276038390342	0.000386517053382007	0.000194856520603145	0.000557332172203322	0.00275731902608243	0	0	0	0	0	0	0	0	5.80093848378021e-05	0	0
tetracycline__tetB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetD	0	0	0	0	0	0	0	0	0	0.00277911601443091	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetH	0	0	0	0	0	0	0	0	0	0.000991407100658209	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetL	0	7.17932698177933e-05	0	0	0.000110066682827795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetM	0	0	0	0	0	0	0	0	0	0.0195558932012111	7.57377254399698e-05	0	0.000494275553928826	0.000381720277400188	0	0	0	0	0	0	0
tetracycline__tetO	0	2.8518592841248e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetP	0	2.43043222533442e-05	0	2.11079761740023e-05	0	0	0	0	2.25454597481429e-05	0.000584225055562384	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetQ	0	0	0	0	0	0	0	0	0	0.042040214035413	0	0	0	0.000751791450102505	0	0	0	0.000552014908173774	0	0	0
tetracycline__tetR	0.00281648273937148	0.00237716514890273	0.00218224747630521	0.0012893255817206	0	0.00403824516228568	0.00987613383748636	0.0134829586236567	0.000446596705469345	0	0	0	0	0	0	0	0	0	0	0.00203126211819311	0
tetracycline__tetS	0	0	0	0	0	0	0	0	0	0.000659047511993615	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetT	0	0	0	0	0	0	0	0	0	0.0083105387520936	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetV	0	0.000410319029201944	0.000375271118644069	0.000393942092349221	0.00030630965457479	0	0	0	2.89553115202133e-05	0	0.00143677637697238	0.000919002896427104	0.00153194430821972	0.00165564582918646	0.00105886110394551	0.000426979303919124	0.000837935203971212	0.000807086785170925	0.0011300124486783	0	0
tetracycline__tetW	0	9.42353502580368e-05	2.93075237885804e-05	0	0	0	0	0	0	0.0251517392885378	0	0	0.00103860432850867	0.000381720277400188	0	0	0	0	0	0	0
tetracycline__tetX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX1	0	0	0	0	0.000129075413566857	0	0	0	0	0	0	0	0	0	0	0	0	0.000511202449110552	0	0	0
tetracycline__tetX2	0	0	0	0	0	0	0	0	0	0.00196155595939197	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX3	0	0	0	0	0	0	0	0	0	0	0.000195418517143982	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetY	0	0	0	0	0	0	0	0	0	0.00291576363813425	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetracycline_resistance_protein	0	0.000953629881392613	0.000740625548168996	0.000150975984480359	0.000938325299082343	0.000975602106195234	0.000355750998428244	0.00104089970706296	0.000393146982984653	0.000664204378284645	0.000876644504757664	0.000682741749234038	0.00159530940126044	0	0.000200012858368535	0	0.000569463761482405	0	0	0	0
trimethoprim__dfrA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA12	0	0	0	0	0	0	0	0	0	0	0	0	0.00142958823618494	0	0	0	0	0	0	0	0
trimethoprim__dfrA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB6	0	0	0.000268907802884759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__16S rRNA methylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding transcriptional regulator gadX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding_protein_H-NS	0.000403749998849689	0	0.000170250070008208	0.00260759823870123	0.000366759881483171	0.00864653391245789	0.00320774104519825	0.0195883443842423	0.0034610522932281	0	0	0	0	0	0	0	0	0	0	0.000276079942806092	0
unclassified__antibiotic resistance rRNA adenine methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__bacterial regulatory protein LuxR	0	0	0	0.00029320347899619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cAMP-regulatory protein	0.000303640293447077	0.000622260090606335	0.00097201400180345	0.00788313424214684	0	0.0242625590848768	0.00878179274594829	0.0368962059743902	0.0171173144449858	0	0	0	0.00132449112866879	0	0	0	0	0	0	0	8.40030596749839e-05
unclassified__cob(I)alamin adenolsyltransferase	0	0.000545731235902896	0	0.00146644102290798	0.000236418742196437	0.00662930894309567	0.00295685473756441	0.0187969789111933	0.00491118619826174	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cystathionine beta-lyase patB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__mycinamicin-resistance protein myrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__rpsD_(ramA_or_sud2)	0	0	0.000224183303864823	0.000160342397337494	0.000169117056461685	0.00213419809095344	0.00142801124532805	0.00173569898293212	0.00160374124599871	0	0	0	0	0	0	0	0	0	0	0.00013139958231172	0
unclassified__sdiA	0.000163252386687661	0	0	0.0002677815412641	0.00019307530612709	0.0017589276438051	0.00231148095052845	0.0078942001242012	0.00101077918243949	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__thiostrepton resistance methylase tsnR	0	0	0.000113458623297441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__tmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__transcriptional regulatory protein CpxR cpxR	0	0.000787246050559341	0.00201012431932963	0.00769508439124014	0.00134170620921744	0.0230606497652897	0.00825124274927447	0.0404632779574164	0.0124612989695024	0	0.0011687396067727	0.000625305432135085	0.0012184383998477	0.000442118282695196	0.000821734243341524	0.000584932121273147	0.00144869392497916	0.00118911117011911	0.00119308433108501	0.000972456683160747	0.000353235064886263
unclassified__truncated putative response regulator ArlR	0	0	0.000124297617483869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__two-component system_response regulator EvgA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanA	0	0.000283953156869706	0.000163011594441992	0	0.000534086716301136	0	0	0	4.19062104061398e-05	0	0.000611028558588329	0	0	0	0	0.000820892169649093	0	0.000382177591067656	0.000362616840813421	0	0
vancomycin__vanB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanC	0	0	0	0	0	0	0	0	0	0	0	0.000385965285474467	0	0	0	0	0	0.00025478506071177	0	0	0
vancomycin__vanD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000532410320734494	0	0.000350245917242697	0	0	0	0
vancomycin__vanG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanH	0	0.000186761356286769	8.88218936671394e-05	8.62040468714967e-05	0	0	0	0	0	0	0.000323326164054386	0	0	0.00139382432719269	0	0.000515843912232205	0.000318428396567879	0	0.000226591364424965	0	0
vancomycin__vanM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanR	0.00384274524085703	0.0380648783198161	0.0197376978160853	0.0168897808193728	0.0283048266449369	0.00334485639812175	0.0010008506542683	0.00177271424753158	0.00211873061962198	0.00104042403864928	0.0759368536022509	0.0521978183520921	0.0548400157172224	0.0663785650967869	0.0560742684730591	0.101644199152434	0.0670892590261179	0.0640134477176178	0.0660721754282606	0	0
vancomycin__vanS	0.000325113022423167	0.005017341130808	0.00368144803558039	0.00173525918912189	0.00228656182342653	7.94081706820959e-05	0	4.52555087468175e-05	3.51660160202011e-05	0	0.0151280300585099	0.00773359115818249	0.00449630257335101	0.0152987248484952	0.0115464379462223	0.0189097182460378	0.00864665250759418	0.0107149303401768	0.00924929569484073	0	0
vancomycin__vanT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000265317888526686	0	0
vancomycin__vanX	0	0.0003194665950919	0.000467776108083912	0.000827016943137867	0.000594751101284322	0	0	0	0	0	0.00357887905438932	0.00188493512475336	0.00159535616806981	0.000466249738735969	0	0.00267738422741358	0.00176701799461166	0.00146491040467774	0.00147019032122455	0	0
vancomycin__vanY	0	4.27908502948251e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
