Subtype ppm	L0Z	L1A	L1B	L1C	L1D	L5A	L5B	L5C	L5D	M0Z	S0Z	S1A	S1B	S1C	S1D	S5A	S5B	S5C	S5D	W1A	W1B
multidrug__smeE	0	0	0.0337600593582868	0.0193497755600183	0	0.0772173731213351	0.847787303397709	2.12180828713455	0.185746621547574	0	0	0	0.0439765031784457	0	0	0	0.0177195448954616	0	0.0150009047045627	0	0.0321903433026075
multidrug__smeF	0	0.0311270055285297	0.0168800296791434	0.0193497755600183	0	0.521217268569012	1.97817037459465	1.7767988095517	0.817285134809326	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
multidrug__ykkD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__arnA	0.023126336586623	0.0933810165855891	0.455760801336871	0.948139002440897	0.130003326599409	5.30869440209179	5.15321694222137	11.8165746072127	21.5094587752091	0	0	0	0	0	0	0	0	0	0	0.612199121349957	0
polymyxin__eptA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__icr-Mo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-1.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-2.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-3	0.0462526731732461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
polymyxin__mcr-5	0	0	0	0	0	0	0	0.0172504738791427	0	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
puromycin__puromycin resistance protein	0	0	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177195448954616	0	0	0	0
quinolone__abaQ	0.023126336586623	0.124508022114119	0.354480623262011	0.599843042360567	0.111431422799493	0.694956358092016	3.39114921359084	1.70779691403513	5.31235337626062	0	0	0	0	0	0	0	0	0	0	0.393556578010686	1.2876137321043
quinolone__mfpA	0	0.0155635027642649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__norB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qepA	0	0.249016044228238	0.202560356149721	0.174147980040165	0.111431422799493	0.0193043432803338	0	0	0.0371493243095148	0	0.278190175394037	0.0675146597956547	0.0879530063568915	0.0624134195842409	0.169712547251686	0.119219479604587	0.194914993850078	0.157392584086398	0.390023522318631	0.0327963815008905	0.0160951716513038
quinolone__qnrA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrB	0	0	0	0	0	0.0386086865606676	0.299219048258015	0	0.148597297238059	0	0	0	0	0	0	0	0	0	0	0	0
quinolone__qnrS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rifamycin__ADP-ribosylating transferase_arr	0	0.295706552521032	0.303840534224581	0.135448428920128	0.111431422799493	0.0772173731213351	0.0664931218351144	0.120753317153999	0.148597297238059	0	0.139095087697019	0.0450097731971032	0.0659647547676686	0.020804473194747	0.0636422052193821	0.0993495663371559	0.141756359163693	0.0196740730107997	0.135008142341065	0	0
rifamycin__rifampin monooxygenase	0	0.171198530406913	0.118160207754004	0.0773991022400732	0.148575230399324	0.0965217164016689	0.0166232804587786	0.0172504738791427	15.3426709398296	0	0.104321315772764	0.0450097731971032	0.0219882515892229	0.0416089463894939	0	0.0794796530697248	0.124036814268231	0.0393481460215995	0.120007237636502	0.0437285086678541	0
rifamycin__rifampin resistance protein	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
spectinomycin__spcN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul1	0	0.0155635027642649	0.0337600593582868	0.0193497755600183	0.0185719037999155	0.15443474624267	0.0332465609175572	0.0172504738791427	0.111447972928544	0.0727898278641887	0	0	0.0439765031784457	0	0	0	0	0	0.0150009047045627	0.0765248901687446	0.370188947979987
sulfonamide__sul2	0	0	0.0168800296791434	0	0	0	0	0	0	0.0485265519094592	0	0	0.0439765031784457	0	0	0	0	0	0	0.0437285086678541	0
sulfonamide__sul3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sulfonamide__sul4	0	0	0	0	0	0	0	0	0.0371493243095148	0	0.0173868859621273	0	0	0	0	0	0	0	0.0450027141136882	0	0
tetracenomycin_C__tcmA	0.0693790097598691	0.326833558049562	0.354480623262011	0.212847531160201	0.148575230399324	0	0	0.0172504738791427	0	0	0.173868859621273	0.0450097731971032	0.0659647547676686	0.104022365973735	0	0.0397398265348624	0.0354390897909232	0.0196740730107997	0.0900054282273764	0	0
tetracycline__otrA	0.023126336586623	0.0778175138213243	0.118160207754004	0.0193497755600183	0.037143807599831	0	0	0	0	0	0.0695475438485093	0	0	0	0.0212140684064607	0.0397398265348624	0.0531586346863848	0.0196740730107997	0	0	0
tetracycline__tcr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet32	0	0	0	0	0	0	0	0	0	0.0485265519094592	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet36	0	0	0	0	0	0	0	0	0	0.291159311456755	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.240506797673197	0
tetracycline__tet40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet41	0	0	0	0.0386995511200366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tet43	0.023126336586623	0.0778175138213243	0.0506400890374301	0.0386995511200366	0.0557157113997466	0.0193043432803338	0	0	0	0	0.0173868859621273	0	0.0219882515892229	0.020804473194747	0	0	0	0	0.0300018094091255	0	0
tetracycline__tet44	0	0	0	0	0	0	0	0	0	0.630845174822969	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetA	0.023126336586623	0.0466905082927946	0.286960504545438	0.0967488778000915	0	0.212347776083672	0.149609524129007	0.0690018955165708	0.705837161880781	0.0727898278641887	0	0	0	0	0	0	0	0	0.0150009047045627	0	0
tetracycline__tetB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetD	0	0	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetH	0	0	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetJ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetL	0	0.0155635027642649	0	0	0.0185719037999155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetM	0	0	0	0	0	0	0	0	0	0.752161554596617	0.0173868859621273	0	0.0219882515892229	0.020804473194747	0	0	0	0	0	0	0
tetracycline__tetO	0	0.0155635027642649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetP	0	0.0155635027642649	0	0.0193497755600183	0	0	0	0	0.0371493243095148	0.0485265519094592	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetQ	0	0	0	0	0	0	0	0	0	1.67416604087634	0	0	0	0.0416089463894939	0	0	0	0.0393481460215995	0	0	0
tetracycline__tetR	0.254389702452853	0.280143049756767	0.320720563903724	0.154798204480146	0	0.71426070137235	2.07791005734733	2.7083243990254	0.297194594476118	0	0	0	0	0	0	0	0	0	0	0.163981907504453	0
tetracycline__tetS	0	0	0	0	0	0	0	0	0	0.0242632759547296	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetT	0	0	0	0	0	0	0	0	0	0.315422587411485	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetV	0	0.108944519349854	0.118160207754004	0.0773991022400732	0.0557157113997466	0	0	0	0.0371493243095148	0	0.104321315772764	0.0225048865985516	0.0439765031784457	0.0624134195842409	0.0424281368129214	0.0198699132674312	0.0531586346863848	0.0393481460215995	0.105006332931939	0	0
tetracycline__tetW	0	0.0311270055285297	0.0168800296791434	0	0	0	0	0	0	0.970531038189183	0	0	0.0439765031784457	0.020804473194747	0	0	0	0	0	0	0
tetracycline__tetX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX1	0	0	0	0	0.0185719037999155	0	0	0	0	0	0	0	0	0	0	0	0	0.0196740730107997	0	0	0
tetracycline__tetX2	0	0	0	0	0	0	0	0	0	0.0485265519094592	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX3	0	0	0	0	0	0	0	0	0	0	0.0173868859621273	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetY	0	0	0	0	0	0	0	0	0	0.0727898278641887	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tetracycline__tetracycline_resistance_protein	0	0.202325535935443	0.168800296791434	0.0386995511200366	0.185719037999155	0.289565149205007	0.132986243670229	0.414011373099425	0.594389188952237	0.0242632759547296	0.0695475438485093	0.0225048865985516	0.0439765031784457	0	0.0212140684064607	0	0.0354390897909232	0	0	0	0
trimethoprim__dfrA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA12	0	0	0	0	0	0	0	0	0	0	0	0	0.0219882515892229	0	0	0	0	0	0	0	0
trimethoprim__dfrA13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrA7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
trimethoprim__dfrB6	0	0	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__16S rRNA methylase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding transcriptional regulator gadX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__DNA-binding_protein_H-NS	0.0462526731732461	0	0.0168800296791434	0.251547082280238	0.037143807599831	1.27408665650203	0.498698413763358	3.24308908927883	2.0060635127138	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
unclassified__antibiotic resistance rRNA adenine methyltransferase	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__bacterial regulatory protein LuxR	0	0	0	0.0386995511200366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cAMP-regulatory protein	0.023126336586623	0.0778175138213243	0.135040237433147	0.79334079796075	0	4.15043380527176	1.74544444817175	7.40045329415222	12.4450236436875	0	0	0	0.0219882515892229	0	0	0	0	0	0	0	0.0321903433026075
unclassified__cob(I)alamin adenolsyltransferase	0	0.0622540110570594	0	0.174147980040165	0.0185719037999155	1.04243453713802	0.565191535598472	3.4328443019494	3.15769256630876	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__cystathionine beta-lyase patB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__mycinamicin-resistance protein myrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__rpsD_(ramA_or_sud2)	0	0	0.0337600593582868	0.0193497755600183	0.0185719037999155	0.463304238728011	0.349088889634351	0.44851232085771	1.37452499945205	0	0	0	0	0	0	0	0	0	0	0.0109321271669635	0
unclassified__sdiA	0.023126336586623	0	0	0.0386995511200366	0.0185719037999155	0.405391208887009	0.548568255139694	2.03555591773884	1.07733040497593	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__thiostrepton resistance methylase tsnR	0	0	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__tmrB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__transcriptional regulatory protein CpxR cpxR	0	0.140071524878384	0.337600593582868	0.948139002440897	0.185719037999155	4.15043380527176	1.8618074113832	8.52173409629649	9.58452567185482	0	0.121708201734891	0.0225048865985516	0.0439765031784457	0.020804473194747	0.0424281368129214	0.0397398265348624	0.124036814268231	0.0786962920431989	0.150009047045627	0.131185526003562	0.25752274642086
unclassified__truncated putative response regulator ArlR	0	0	0.0168800296791434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
unclassified__two-component system_response regulator EvgA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanA	0	0.0466905082927946	0.0337600593582868	0	0.0742876151996621	0	0	0	0.0742986486190296	0	0.0347737719242547	0	0	0	0	0.0397398265348624	0	0.0196740730107997	0.0300018094091255	0	0
vancomycin__vanB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanC	0	0	0	0	0	0	0	0	0	0	0	0.0225048865985516	0	0	0	0	0	0.0196740730107997	0	0	0
vancomycin__vanD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0212140684064607	0	0.0177195448954616	0	0	0	0
vancomycin__vanG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanH	0	0.0311270055285297	0.0168800296791434	0.0193497755600183	0	0	0	0	0	0	0.0173868859621273	0	0	0.0416089463894939	0	0.0198699132674312	0.0177195448954616	0	0.0150009047045627	0	0
vancomycin__vanM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanR	0.346895048799345	4.96475738180049	2.90336510481266	1.99302688268189	3.08293603078598	0.694956358092016	0.249349206881679	0.431261846978567	1.96891418840428	0.0242632759547296	3.47737719242547	0.810175917547857	1.03344782469348	1.60194443599552	1.27284410438764	2.92087725031238	2.62249264452832	1.94773322806917	3.72022436673156	0	0
vancomycin__vanS	0.0462526731732461	0.902683160327362	0.742721305882309	0.290246633400275	0.352866172198395	0.0193043432803338	0	0.0172504738791427	0.0371493243095148	0	1.02582627176551	0.157534206189861	0.131929509535337	0.457698410284433	0.360639162909832	0.83453635723211	0.513866801968386	0.432829606237594	0.765046139932699	0	0
vancomycin__vanT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanW	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0150009047045627	0	0
vancomycin__vanX	0	0.0466905082927946	0.0675201187165735	0.0773991022400732	0.0928595189995776	0	0	0	0	0	0.156481973659146	0.0225048865985516	0.0219882515892229	0.020804473194747	0	0.0596097398022936	0.0531586346863848	0.0393481460215995	0.0750045235228137	0	0
vancomycin__vanY	0	0.0155635027642649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
vancomycin__vanZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
